split,row_index,tweet_id,image_id,canonical_evaluation_eligible,canonical_exclusion_reason,robust_evaluation_eligible,robust_exclusion_reason
train,187,870140525889822724,870140525889822724_0,True,,True,
train,188,870140525889822724,870140525889822724_1,True,,True,
train,189,870176000109182977,870176000109182977_0,True,,True,
train,190,870176000109182977,870176000109182977_1,True,,True,
train,191,870176000109182977,870176000109182977_2,True,,True,
train,192,870176000109182977,870176000109182977_3,True,,True,
train,193,870182877706715139,870182877706715139_0,True,,True,
train,194,870182877706715139,870182877706715139_1,True,,True,
train,195,870182877706715139,870182877706715139_2,True,,True,
train,196,870248079043158017,870248079043158017_1,True,,True,
train,197,870248079043158017,870248079043158017_0,True,,True,
train,198,870248079043158017,870248079043158017_2,True,,True,
train,199,870272043538886657,870272043538886657_0,True,,True,
train,200,870272043538886657,870272043538886657_1,True,,True,
train,201,870272043538886657,870272043538886657_2,True,,True,
train,202,870272043538886657,870272043538886657_3,True,,True,
train,203,870283105151668224,870283105151668224_0,True,,True,
train,204,870283105151668224,870283105151668224_1,True,,True,
train,205,870283105151668224,870283105151668224_2,True,,True,
train,206,870331956415909890,870331956415909890_0,True,,True,
train,207,870331956415909890,870331956415909890_1,True,,True,
train,208,870389549116948480,870389549116948480_0,True,,True,
train,209,870389549116948480,870389549116948480_1,True,,True,
train,210,870389549116948480,870389549116948480_2,True,,True,
train,211,870502689439862784,870502689439862784_0,True,,True,
train,212,870502689439862784,870502689439862784_1,True,,True,
train,213,870528490184908800,870528490184908800_0,True,,True,
train,214,870528490184908800,870528490184908800_1,True,,True,
train,215,870528490184908800,870528490184908800_2,True,,True,
train,216,870528490184908800,870528490184908800_3,True,,True,
train,217,870559283880112128,870559283880112128_1,True,,True,
train,218,870559283880112128,870559283880112128_0,True,,True,
train,219,870559283880112128,870559283880112128_2,True,,True,
train,220,870574893280092160,870574893280092160_0,True,,True,
train,221,870574893280092160,870574893280092160_1,True,,True,
train,222,870605397538856960,870605397538856960_0,True,,True,
train,223,870605397538856960,870605397538856960_1,True,,True,
train,224,870619854104961025,870619854104961025_0,True,,True,
train,225,870619854104961025,870619854104961025_1,True,,True,
train,226,870619854104961025,870619854104961025_2,True,,True,
train,227,870619854104961025,870619854104961025_3,True,,True,
train,228,870636021314191362,870636021314191362_0,True,,True,
train,229,870636021314191362,870636021314191362_1,True,,True,
train,230,870668890564567040,870668890564567040_0,True,,True,
train,231,870668890564567040,870668890564567040_1,True,,True,
train,232,870668890564567040,870668890564567040_2,True,,True,
train,233,870668890564567040,870668890564567040_3,True,,True,
train,234,870803535956287489,870803535956287489_0,True,,True,
train,235,870803535956287489,870803535956287489_1,True,,True,
train,236,870835871129513984,870835871129513984_0,True,,True,
train,237,870835871129513984,870835871129513984_1,True,,True,
train,238,870845845133971456,870845845133971456_0,True,,True,
train,239,870845845133971456,870845845133971456_1,True,,True,
train,240,870845845133971456,870845845133971456_2,True,,True,
train,241,870855346516111361,870855346516111361_1,True,,True,
train,242,870855346516111361,870855346516111361_0,True,,True,
train,243,870855346516111361,870855346516111361_2,True,,True,
train,244,870882793118683136,870882793118683136_0,True,,True,
train,245,870882793118683136,870882793118683136_1,True,,True,
train,246,870882793118683136,870882793118683136_2,True,,True,
train,247,870904419654565888,870904419654565888_0,True,,True,
train,248,870904419654565888,870904419654565888_1,True,,True,
train,249,870938078629609472,870938078629609472_1,True,,True,
train,250,870938078629609472,870938078629609472_0,True,,True,
train,251,870938078629609472,870938078629609472_2,True,,True,
train,252,870942570704019456,870942570704019456_0,True,,True,
train,253,870942570704019456,870942570704019456_1,True,,True,
train,254,870942570704019456,870942570704019456_2,True,,True,
train,255,870942570704019456,870942570704019456_3,True,,True,
train,256,870990463238406144,870990463238406144_0,True,,True,
train,257,870990463238406144,870990463238406144_1,True,,True,
train,258,871032003944103936,871032003944103936_0,True,,True,
train,259,871032003944103936,871032003944103936_1,True,,True,
train,260,871195505241587712,871195505241587712_0,True,,True,
train,261,871195505241587712,871195505241587712_1,True,,True,
train,262,871195505241587712,871195505241587712_2,True,,True,
train,263,871269851108708357,871269851108708357_0,True,,True,
train,264,871269851108708357,871269851108708357_1,True,,True,
train,265,871346616740962305,871346616740962305_0,True,,True,
train,266,871346616740962305,871346616740962305_1,True,,True,
train,267,871346616740962305,871346616740962305_2,True,,True,
train,268,871649571058978817,871649571058978817_0,True,,True,
train,269,871649571058978817,871649571058978817_1,True,,True,
train,270,871649571058978817,871649571058978817_2,True,,True,
train,271,871698366954123265,871698366954123265_0,True,,True,
train,272,871698366954123265,871698366954123265_1,True,,True,
train,273,871698366954123265,871698366954123265_2,True,,True,
train,274,871734745394102272,871734745394102272_0,True,,True,
train,275,871734745394102272,871734745394102272_1,True,,True,
train,276,871735126635544578,871735126635544578_1,True,,True,
train,277,871735126635544578,871735126635544578_0,True,,True,
train,278,871735126635544578,871735126635544578_2,True,,True,
train,279,871824078113525761,871824078113525761_0,True,,True,
train,280,871824078113525761,871824078113525761_1,True,,True,
train,281,871935702132445184,871935702132445184_0,True,,True,
train,282,871935702132445184,871935702132445184_1,True,,True,
train,283,871935702132445184,871935702132445184_2,True,,True,
train,284,872022117574770689,872022117574770689_0,True,,True,
train,285,872022117574770689,872022117574770689_1,True,,True,
train,286,872022117574770689,872022117574770689_2,True,,True,
train,287,872051180549152769,872051180549152769_0,True,,True,
train,288,872051180549152769,872051180549152769_1,True,,True,
train,289,872235889820291072,872235889820291072_0,True,,True,
train,290,872235889820291072,872235889820291072_1,True,,True,
train,291,872480635386023936,872480635386023936_0,True,,True,
train,292,872480635386023936,872480635386023936_1,True,,True,
train,293,872480635386023936,872480635386023936_2,True,,True,
train,294,872480635386023936,872480635386023936_3,True,,True,
train,295,872523406041911297,872523406041911297_0,True,,True,
train,296,872523406041911297,872523406041911297_1,True,,True,
train,297,872523406041911297,872523406041911297_2,True,,True,
train,298,872527801798283264,872527801798283264_0,True,,True,
train,299,872527801798283264,872527801798283264_1,True,,True,
train,300,872527801798283264,872527801798283264_2,True,,True,
train,301,872563266232266752,872563266232266752_0,True,,True,
train,302,872563266232266752,872563266232266752_1,True,,True,
train,303,872563266232266752,872563266232266752_2,True,,True,
train,304,872563986230792192,872563986230792192_0,True,,True,
train,305,872563986230792192,872563986230792192_1,True,,True,
train,306,872563986230792192,872563986230792192_2,True,,True,
train,307,872563986230792192,872563986230792192_3,True,,True,
train,308,872564270457802752,872564270457802752_0,True,,True,
train,309,872564270457802752,872564270457802752_1,True,,True,
train,310,872564270457802752,872564270457802752_2,True,,True,
train,311,872564270457802752,872564270457802752_3,True,,True,
train,312,872575689551208449,872575689551208449_0,True,,True,
train,313,872575689551208449,872575689551208449_1,True,,True,
train,314,872575689551208449,872575689551208449_2,True,,True,
train,315,872575689551208449,872575689551208449_3,True,,True,
train,316,872670344032665600,872670344032665600_0,True,,True,
train,317,872670344032665600,872670344032665600_1,True,,True,
train,318,872670344032665600,872670344032665600_2,True,,True,
train,319,872672448394780672,872672448394780672_1,True,,True,
train,320,872672448394780672,872672448394780672_0,True,,True,
train,321,872995902431965188,872995902431965188_0,True,,True,
train,322,872995902431965188,872995902431965188_1,True,,True,
train,323,873258014953938945,873258014953938945_1,True,,True,
train,324,873258014953938945,873258014953938945_0,True,,True,
train,325,873258014953938945,873258014953938945_2,True,,True,
train,326,873258646397833216,873258646397833216_0,True,,True,
train,327,873258646397833216,873258646397833216_1,True,,True,
train,328,873258646397833216,873258646397833216_2,True,,True,
train,329,873258646397833216,873258646397833216_3,True,,True,
train,330,873306605122703360,873306605122703360_0,True,,True,
train,331,873306605122703360,873306605122703360_1,True,,True,
train,332,873491045442441216,873491045442441216_0,True,,True,
train,333,873491045442441216,873491045442441216_1,True,,True,
train,334,873491045442441216,873491045442441216_2,True,,True,
train,335,873491045442441216,873491045442441216_3,True,,True,
train,336,873618062863478786,873618062863478786_0,True,,True,
train,337,873618062863478786,873618062863478786_1,True,,True,
train,338,873618062863478786,873618062863478786_2,True,,True,
train,339,873618062863478786,873618062863478786_3,True,,True,
train,340,873673345929183237,873673345929183237_0,True,,True,
train,341,873673345929183237,873673345929183237_1,True,,True,
train,342,873842388040417280,873842388040417280_0,True,,True,
train,343,873842388040417280,873842388040417280_1,True,,True,
train,344,873842388040417280,873842388040417280_2,True,,True,
train,345,873842388040417280,873842388040417280_3,True,,True,
train,346,873911447234895873,873911447234895873_0,True,,True,
train,347,873911447234895873,873911447234895873_1,True,,True,
train,348,873911447234895873,873911447234895873_2,True,,True,
train,349,874253901410836481,874253901410836481_0,True,,True,
train,350,874253901410836481,874253901410836481_1,True,,True,
train,351,874253901410836481,874253901410836481_2,True,,True,
train,352,874253901410836481,874253901410836481_3,True,,True,
train,353,874360646757998595,874360646757998595_0,True,,True,
train,354,874360646757998595,874360646757998595_1,True,,True,
train,355,874360646757998595,874360646757998595_2,True,,True,
train,356,874374138021912576,874374138021912576_0,True,,True,
train,357,874374138021912576,874374138021912576_1,True,,True,
train,358,874772578971394048,874772578971394048_0,True,,True,
train,359,874772578971394048,874772578971394048_1,True,,True,
train,360,875073044510679040,875073044510679040_0,True,,True,
train,361,875073044510679040,875073044510679040_1,True,,True,
train,362,875073044510679040,875073044510679040_2,True,,True,
train,363,875073044510679040,875073044510679040_3,True,,True,
train,364,875116643453632512,875116643453632512_0,True,,True,
train,365,875116643453632512,875116643453632512_1,True,,True,
train,366,875116643453632512,875116643453632512_2,True,,True,
train,367,875202637473476609,875202637473476609_0,True,,True,
train,368,875202637473476609,875202637473476609_1,True,,True,
train,369,875202637473476609,875202637473476609_2,True,,True,
train,370,875202637473476609,875202637473476609_3,True,,True,
train,371,875461354584289281,875461354584289281_0,True,,True,
train,372,875461354584289281,875461354584289281_1,True,,True,
train,373,875461354584289281,875461354584289281_2,True,,True,
train,374,875461354584289281,875461354584289281_3,True,,True,
train,375,875764425982189570,875764425982189570_0,True,,True,
train,376,875764425982189570,875764425982189570_1,True,,True,
train,377,875770493336473602,875770493336473602_0,True,,True,
train,378,875770493336473602,875770493336473602_1,True,,True,
train,379,875770493336473602,875770493336473602_2,True,,True,
train,380,875770493336473602,875770493336473602_3,True,,True,
train,381,875836306403639296,875836306403639296_0,True,,True,
train,382,875836306403639296,875836306403639296_1,True,,True,
train,383,875836306403639296,875836306403639296_2,True,,True,
train,384,875836306403639296,875836306403639296_3,True,,True,
train,385,875965424420126720,875965424420126720_0,True,,True,
train,386,875965424420126720,875965424420126720_1,True,,True,
train,387,876128885225783296,876128885225783296_0,True,,True,
train,388,876128885225783296,876128885225783296_1,True,,True,
train,389,876128885225783296,876128885225783296_2,True,,True,
train,390,876128885225783296,876128885225783296_3,True,,True,
train,391,876622578856726530,876622578856726530_0,True,,True,
train,392,876622578856726530,876622578856726530_1,True,,True,
train,393,876874696230350848,876874696230350848_0,True,,True,
train,394,876874696230350848,876874696230350848_1,True,,True,
train,395,876898272450838528,876898272450838528_0,True,,True,
train,396,876898272450838528,876898272450838528_1,True,,True,
train,397,876898272450838528,876898272450838528_2,True,,True,
train,398,877206435846922242,877206435846922242_0,True,,True,
train,399,877206435846922242,877206435846922242_1,True,,True,
train,400,877206435846922242,877206435846922242_2,True,,True,
train,401,877214334073655296,877214334073655296_0,True,,True,
train,402,877214334073655296,877214334073655296_1,True,,True,
train,403,877254945686380544,877254945686380544_0,True,,True,
train,404,877254945686380544,877254945686380544_1,True,,True,
train,405,877254945686380544,877254945686380544_2,True,,True,
train,406,877278276896423936,877278276896423936_0,True,,True,
train,407,877278276896423936,877278276896423936_1,True,,True,
train,408,877412529647095809,877412529647095809_0,True,,True,
train,409,877412529647095809,877412529647095809_1,True,,True,
train,410,877412529647095809,877412529647095809_2,True,,True,
train,411,877412529647095809,877412529647095809_3,True,,True,
train,412,877528637653696512,877528637653696512_0,True,,True,
train,413,877528637653696512,877528637653696512_1,True,,True,
train,414,877528637653696512,877528637653696512_2,True,,True,
train,415,877528637653696512,877528637653696512_3,True,,True,
train,416,877848732833898497,877848732833898497_0,True,,True,
train,417,877848732833898497,877848732833898497_1,True,,True,
train,418,877848732833898497,877848732833898497_2,True,,True,
train,419,878277496038346753,878277496038346753_0,True,,True,
train,420,878277496038346753,878277496038346753_1,True,,True,
train,421,878277496038346753,878277496038346753_2,True,,True,
train,422,878326464734609408,878326464734609408_1,True,,True,
train,423,878326464734609408,878326464734609408_0,True,,True,
train,424,878949286150414336,878949286150414336_0,True,,True,
train,425,878949286150414336,878949286150414336_1,True,,True,
train,426,879374567487221761,879374567487221761_1,True,,True,
train,427,879374567487221761,879374567487221761_2,True,,True,
train,428,879733127677136897,879733127677136897_0,True,,True,
train,429,879733127677136897,879733127677136897_1,True,,True,
train,430,879733127677136897,879733127677136897_2,True,,True,
train,431,879819094408691716,879819094408691716_0,True,,True,
train,432,879819094408691716,879819094408691716_1,True,,True,
train,433,879819094408691716,879819094408691716_2,True,,True,
train,434,879819094408691716,879819094408691716_3,True,,True,
train,435,880086747333263360,880086747333263360_0,True,,True,
train,436,880086747333263360,880086747333263360_1,True,,True,
train,437,880086747333263360,880086747333263360_2,True,,True,
train,438,880086747333263360,880086747333263360_3,True,,True,
train,439,880369681160257536,880369681160257536_0,True,,True,
train,440,880369681160257536,880369681160257536_1,True,,True,
train,441,880505338084110337,880505338084110337_0,True,,True,
train,442,880505338084110337,880505338084110337_1,True,,True,
train,443,880671923109339136,880671923109339136_0,True,,True,
train,444,880671923109339136,880671923109339136_1,True,,True,
train,445,880671923109339136,880671923109339136_2,True,,True,
train,446,880764654083080192,880764654083080192_0,True,,True,
train,447,880764654083080192,880764654083080192_1,True,,True,
train,448,880764654083080192,880764654083080192_2,True,,True,
train,449,881612317317836800,881612317317836800_0,True,,True,
train,450,881612317317836800,881612317317836800_1,True,,True,
train,451,881612317317836800,881612317317836800_2,True,,True,
train,452,881612317317836800,881612317317836800_3,True,,True,
train,453,910523398144397312,910523398144397312_0,True,,True,
train,454,910523398144397312,910523398144397312_1,True,,True,
train,455,910523398144397312,910523398144397312_2,True,,True,
train,456,910524793740513280,910524793740513280_0,True,,True,
train,457,910524793740513280,910524793740513280_1,True,,True,
train,458,910524793740513280,910524793740513280_2,True,,True,
train,459,910524793740513280,910524793740513280_3,True,,True,
train,460,910525286009102336,910525286009102336_0,True,,True,
train,461,910525286009102336,910525286009102336_1,True,,True,
train,462,910525286009102336,910525286009102336_2,True,,True,
train,463,910533037212893185,910533037212893185_0,True,,True,
train,464,910533037212893185,910533037212893185_1,True,,True,
train,465,910533037212893185,910533037212893185_2,True,,True,
train,466,910533037212893185,910533037212893185_3,True,,True,
train,467,910537872205389825,910537872205389825_0,True,,True,
train,468,910537872205389825,910537872205389825_1,True,,True,
train,469,910538030347423745,910538030347423745_0,True,,True,
train,470,910538030347423745,910538030347423745_1,True,,True,
train,471,910538030347423745,910538030347423745_2,True,,True,
train,472,910538402759618561,910538402759618561_0,True,,True,
train,473,910538402759618561,910538402759618561_1,True,,True,
train,474,910540541552623616,910540541552623616_1,True,,True,
train,475,910540541552623616,910540541552623616_0,True,,True,
train,476,910540541552623616,910540541552623616_2,True,,True,
train,477,910541823981916160,910541823981916160_0,True,,True,
train,478,910541823981916160,910541823981916160_1,True,,True,
train,479,910541902872682497,910541902872682497_0,True,,True,
train,480,910541902872682497,910541902872682497_1,True,,True,
train,481,910550197687672832,910550197687672832_0,True,,True,
train,482,910550197687672832,910550197687672832_1,True,,True,
train,483,910553534470516737,910553534470516737_0,True,,True,
train,484,910553534470516737,910553534470516737_1,True,,True,
train,485,910553534470516737,910553534470516737_2,True,,True,
train,486,910563191700185088,910563191700185088_0,True,,True,
train,487,910563191700185088,910563191700185088_1,True,,True,
train,488,910563191700185088,910563191700185088_2,True,,True,
train,489,910563191700185088,910563191700185088_3,True,,True,
train,490,910564249147248646,910564249147248646_0,True,,True,
train,491,910564249147248646,910564249147248646_1,True,,True,
train,492,910564980369567744,910564980369567744_1,True,,True,
train,493,910564980369567744,910564980369567744_0,True,,True,
train,494,910572779447160832,910572779447160832_0,True,,True,
train,495,910572779447160832,910572779447160832_1,True,,True,
train,496,910614165076750337,910614165076750337_1,True,,True,
train,497,910614165076750337,910614165076750337_0,True,,True,
train,498,910614165076750337,910614165076750337_2,True,,True,
train,499,910614165076750337,910614165076750337_3,True,,True,
train,500,910621512209539073,910621512209539073_0,True,,True,
train,501,910621512209539073,910621512209539073_1,True,,True,
train,502,910621512209539073,910621512209539073_2,True,,True,
train,503,910621512209539073,910621512209539073_3,True,,True,
train,504,910625131281690624,910625131281690624_0,True,,True,
train,505,910625131281690624,910625131281690624_1,True,,True,
train,506,910637916635959296,910637916635959296_1,True,,True,
train,507,910637916635959296,910637916635959296_0,True,,True,
train,508,910637916635959296,910637916635959296_2,True,,True,
train,509,910637916635959296,910637916635959296_3,True,,True,
train,510,910653564367671296,910653564367671296_1,True,,True,
train,511,910653564367671296,910653564367671296_0,True,,True,
train,512,910658484257030144,910658484257030144_0,True,,True,
train,513,910658484257030144,910658484257030144_1,True,,True,
train,514,910658484257030144,910658484257030144_2,True,,True,
train,515,910658484257030144,910658484257030144_3,True,,True,
train,516,910670238869368832,910670238869368832_0,True,,True,
train,517,910670238869368832,910670238869368832_1,True,,True,
train,518,910670466356072448,910670466356072448_1,True,,True,
train,519,910670466356072448,910670466356072448_0,True,,True,
train,520,910670466356072448,910670466356072448_2,True,,True,
train,521,910670466356072448,910670466356072448_3,True,,True,
train,522,910681818843582465,910681818843582465_0,True,,True,
train,523,910681818843582465,910681818843582465_1,True,,True,
train,524,910682398907617280,910682398907617280_1,True,,True,
train,525,910682398907617280,910682398907617280_0,True,,True,
train,526,910682398907617280,910682398907617280_2,True,,True,
train,527,910685618778161152,910685618778161152_0,True,,True,
train,528,910685618778161152,910685618778161152_1,True,,True,
train,529,910685618778161152,910685618778161152_2,True,,True,
train,530,910694845949366272,910694845949366272_1,True,,True,
train,531,910694845949366272,910694845949366272_0,True,,True,
train,532,910695323273641984,910695323273641984_0,True,,True,
